timestamp,tx,ty,tz,qx,qy,qz,qw
1305031102.943229,-0.019478224,0.043116372,0.276410401,-0.046164103,-0.001887206,-0.007275449,0.998905599
1305031102.975203,-0.023991836,0.047898032,0.286812693,-0.045884784,-0.007538618,-0.007042247,0.998893499
1305031103.011215,-0.024555666,0.051501725,0.297894865,-0.046623405,-0.013494937,-0.004629605,0.998810709
1305031103.043227,-0.024005095,0.053976938,0.30864206,-0.048597589,-0.019887315,-0.001622263,0.998619139
1305031103.075319,-0.020278828,0.053939857,0.319970429,-0.048909072,-0.024005424,0.000470099,0.998514652
1305031103.11124,-0.021268817,0.061858881,0.327070475,-0.045885745,-0.023304394,0.001413514,0.998673797
1305031103.143318,-0.019985456,0.062829629,0.337295324,-0.048358444,-0.023925299,0.003014239,0.998538971
1305031103.175452,-0.020806665,0.06993591,0.344850361,-0.04719691,-0.022201544,0.003504689,0.998632729
1305031103.21122,-0.021538502,0.074806884,0.352323532,-0.051569585,-0.02237669,0.004825388,0.998407066
1305031103.243216,-0.023284512,0.078273855,0.358808041,-0.057761777,-0.021186629,0.007973877,0.998073697
1305031103.27537,-0.029286444,0.080607474,0.364256322,-0.066183589,-0.021757817,0.011880734,0.997499466
1305031103.31121,-0.027976584,0.07372883,0.370617539,-0.075631507,-0.031906564,0.012088319,0.996551991
1305031103.343223,-0.023284908,0.075306006,0.373144269,-0.075797722,-0.037187904,0.011325291,0.99636519
1305031103.375327,-0.021181721,0.07491532,0.373778343,-0.079300046,-0.036505137,0.013446766,0.996091425
1305031103.41126,-0.022710234,0.069497332,0.372556299,-0.082443692,-0.035315216,0.014668418,0.995861828
1305031103.475274,-0.024085268,0.062924579,0.364199281,-0.082853891,-0.039878868,0.011615952,0.99569577
1305031103.543444,-0.024532655,0.052624643,0.34967047,-0.077280685,-0.041979827,0.007351942,0.996098101
1305031103.575474,-0.024662826,0.049479812,0.339379817,-0.073503524,-0.043640438,0.008110101,0.996306717
1305031103.675523,-0.022771189,0.036907874,0.308343977,-0.066178627,-0.053428616,0.010359092,0.996322453
1305031103.71161,-0.020134056,0.032092135,0.296248823,-0.064563684,-0.054955315,0.010609507,0.996342778
1305031103.743326,-0.014612384,0.026559183,0.285016298,-0.062543079,-0.057108305,0.009922086,0.996357679
1305031103.775342,-0.01394997,0.024128811,0.270023525,-0.059023265,-0.056442,0.006407171,0.996639132
1305031103.811242,-0.013903861,0.023667537,0.255938232,-0.058448419,-0.054967411,0.003308887,0.996770501
1305031103.843251,-0.015869502,0.022987494,0.240234911,-0.061192181,-0.054173853,0.000772907,0.99665451
1305031103.875361,-0.016681768,0.012629094,0.230243683,-0.068908297,-0.057093799,-0.002504056,0.995984793
1305031103.911221,-0.020313235,0.004964258,0.2159096,-0.068639025,-0.058571052,-0.003849192,0.995913327
1305031103.943211,-0.014133937,0.003687563,0.20184052,-0.065779224,-0.063713208,-0.004482362,0.995787978
1305031103.975373,-0.010530604,-0.003432606,0.188739553,-0.06517297,-0.066421516,-0.005177113,0.99564749
1305031104.011232,-0.005347928,-0.010002803,0.176177755,-0.061757423,-0.067648821,-0.006107107,0.995777309
1305031104.043249,-0.003153777,-0.011492872,0.16121836,-0.053827275,-0.0645914,-0.008519711,0.996422589
1305031104.075425,-0.000620059,-0.011670106,0.145967752,-0.049411427,-0.06028273,-0.011456486,0.996891856
1305031104.175424,0.000511447,-0.024587169,0.1033075,-0.038025714,-0.044935774,-0.015230476,0.998149812
1305031104.211283,0.002444788,-0.0300021,0.090593949,-0.034670185,-0.042891558,-0.014871999,0.99836725
1305031104.275546,0.003247052,-0.033251226,0.064992949,-0.025328215,-0.037798762,-0.016017467,0.998835921
1305031104.375837,0.007486326,-0.036648698,0.030887643,-0.016660472,-0.026454531,-0.015615143,0.999389231
1305031104.411509,0.003405858,-0.035731874,0.020474732,-0.01450614,-0.021342402,-0.015423778,0.999548078
1305031104.543368,-0.001633379,-0.044473477,-0.016208202,-0.011576499,-0.025434153,-0.011803304,0.999539793
1305031104.575343,0.004701952,-0.04855283,-0.024346264,-0.007878326,-0.026733026,-0.011006313,0.999550998
1305031104.643243,0.012863677,-0.052689064,-0.043919686,0.013655965,-0.015890889,-0.00894186,0.999740481
1305031104.675525,0.015823154,-0.058642257,-0.052423913,0.023538524,-0.008683879,-0.007699291,0.999655604
1305031104.711277,0.014281942,-0.060124423,-0.065143302,0.037429452,-0.000411154,-0.006171616,0.999280155
1305031104.74328,0.018231258,-0.058831211,-0.073925436,0.050500643,0.005652227,-0.003477822,0.998702049
1305031104.811465,0.021107968,-0.050720979,-0.090931408,0.074756943,0.01879951,0.000775662,0.997024298
1305031104.843258,0.019827001,-0.047600005,-0.096729703,0.083170429,0.025781799,0.003567042,0.996195436
1305031104.911534,0.019680973,-0.035830393,-0.099879108,0.092685841,0.029653773,0.008372232,0.995218575
1305031104.943262,0.016734196,-0.034632504,-0.100881957,0.093549959,0.031274453,0.008541937,0.99508667
1305031105.01129,0.017751198,-0.024751985,-0.089858405,0.088955097,0.029634215,0.009869613,0.995545745
1305031105.043373,0.01636442,-0.020763913,-0.081262037,0.083778858,0.029270254,0.008890726,0.996014774
1305031105.111299,0.012285262,-0.024084136,-0.06097031,0.069922768,0.028237367,0.004905947,0.997140646
1305031105.143106,0.007048029,-0.010187075,-0.048533648,0.066462368,0.026279874,0.003208876,0.997437716
1305031105.211268,-0.001123405,-0.013138265,-0.022379484,0.040202688,0.020365898,-0.002873834,0.998979926
1305031105.24327,-0.00622436,-0.010655141,-0.008738152,0.032298505,0.015756801,-0.004941278,0.999341905
1305031105.31129,-0.015161708,-0.009183756,0.017612191,0.011879252,0.00356049,-0.006869825,0.999899507
1305031105.343302,-0.012689361,-0.017069919,0.032363828,0.001110438,-0.004293625,-0.007146599,0.999964714
1305031105.411286,-0.015046912,-0.009643024,0.057996359,-0.006331886,-0.013994518,-0.007601101,0.999853134
1305031105.443316,-0.014659967,-0.013758597,0.073877029,-0.014224636,-0.018653588,-0.008251514,0.999690771
1305031105.511332,-0.012453998,-0.010846113,0.100463271,-0.02239212,-0.025855975,-0.007701461,0.999385238
1305031105.543282,-0.012886588,-0.012093067,0.115495048,-0.027004449,-0.026676578,-0.006906992,0.999255478
1305031105.611378,-0.014949036,-0.012096436,0.143118173,-0.033029422,-0.028343737,-0.006448864,0.999031603
1305031105.643273,-0.01765961,-0.009857845,0.156766385,-0.033311211,-0.02801593,-0.003682574,0.999045551
1305031105.711309,-0.008647411,-0.009990872,0.188273773,-0.03534124,-0.029610069,-0.002340695,0.998933792
1305031105.743312,-0.009889324,-0.002898002,0.200669914,-0.032236043,-0.025080241,-0.002425255,0.999162614
1305031105.811283,-0.00912355,-0.001562416,0.229074106,-0.031789016,-0.015511744,-0.001842924,0.999372542
1305031105.843271,-0.005653802,0.00026875,0.243217051,-0.03070467,-0.012952072,-0.000368366,0.999444544
1305031105.911262,-0.004093246,0.012656045,0.270663381,-0.030731462,-0.004025964,0.006369566,0.999499321
1305031106.011285,-0.002291656,0.027418584,0.307488739,-0.040409811,0.002943577,0.012693236,0.999098241
1305031106.111327,-0.005952732,0.042211775,0.341354132,-0.052361518,0.006265439,0.016459154,0.998472929
1305031106.175534,-0.011086083,0.047606032,0.362697005,-0.062253173,0.004667055,0.018503413,0.997877955
1305031106.211275,-0.011724551,0.047035035,0.37247026,-0.066571191,0.003051101,0.019359685,0.997589171
1305031106.311238,-0.01376397,0.059284728,0.391375721,-0.070028648,-0.001441944,0.027332719,0.997169435
1305031106.41132,-0.010453584,0.059980255,0.399633706,-0.091513894,0.001176818,0.014975253,0.995690525
1305031106.511129,-0.019116711,0.048367888,0.388007462,-0.092709243,0.003393461,0.008655181,0.995649874
1305031106.611151,-0.019242344,0.042954415,0.357082069,-0.085157245,-0.005811834,0.003866246,0.996343076
1305031106.711508,-0.025180068,0.030973857,0.320170939,-0.085092135,-0.015339689,0.000266159,0.996254981
1305031106.811289,-0.021846734,0.022369608,0.273804158,-0.082816727,-0.03272358,0.000547228,0.996027291
1305031106.911243,-0.016909732,0.008600065,0.224162742,-0.07514134,-0.039825566,-0.008668331,0.99633956
1305031107.011576,-0.017223122,-0.002648055,0.171325639,-0.060905788,-0.033353154,-0.020332929,0.997378886
1305031107.111229,-0.01707514,-0.015850736,0.124081984,-0.052674431,-0.031093113,-0.023792896,0.997843981
1305031114.644136,0.072717234,-0.127909452,0.100387648,-0.079812005,-0.056664173,-0.030568618,0.994728506
1305031114.644136,0.072717234,-0.127909452,0.100387648,-0.079812005,-0.056664173,-0.030568618,0.994728506
1305031114.644136,0.072717234,-0.127909452,0.100387648,-0.079812005,-0.056664173,-0.030568618,0.994728506
1305031114.644136,0.072717234,-0.127909452,0.100387648,-0.079812005,-0.056664173,-0.030568618,0.994728506
1305031115.143275,-0.270680428,0.021823674,0.11884933,-0.051531471,-0.081108965,-0.073216558,0.992675781
1305031115.343235,-0.154358536,0.013430857,0.139010295,-0.045754585,-0.067943469,-0.046729226,0.99554342
1305031115.543604,-0.078635268,0.023125309,0.172142804,-0.062837414,-0.050630759,-0.023529327,0.996460915
1305031115.643254,-0.007576443,0.019113541,0.172181115,-0.061905444,-0.035422459,-0.000430937,0.997453153
1305031116.143441,0.055913869,0.021070544,0.174042165,-0.062127147,-0.024867192,0.023491032,0.997481823
1305031116.143441,0.055913869,0.021070544,0.174042165,-0.062127147,-0.024867192,0.023491032,0.997481823
1305031116.143441,0.055913869,0.021070544,0.174042165,-0.062127147,-0.024867192,0.023491032,0.997481823
1305031117.643252,-0.050714474,-0.004100882,0.151775166,-0.079950437,-0.04657938,-0.01849968,0.995538116
1305031117.711184,-0.052007265,-0.01872826,0.158453375,-0.080276005,-0.051826458,-0.015929818,0.995296955
1305031117.843291,-0.046334904,-0.061979644,0.178077042,-0.082357958,-0.060547702,-0.007336787,0.994734824
1305031117.879451,-0.045827035,-0.067428626,0.179301873,-0.079500601,-0.057391401,-0.007086545,0.995156109
1305031117.943253,-0.047793824,-0.085469596,0.187904239,-0.07780154,-0.053283971,-0.007239284,0.995517612
1305031117.979228,-0.051559985,-0.0931281,0.191611499,-0.079144865,-0.050541092,-0.008056886,0.995548546
1305031118.043521,-0.049131762,-0.120050281,0.205407053,-0.083134726,-0.050130017,-0.007256444,0.995250225
1305031118.079334,-0.046621457,-0.127220139,0.21061343,-0.082422398,-0.050025307,-0.008733466,0.995302856
1305031118.445692,-0.057010666,-0.212810934,0.248898864,-0.051838048,-0.034780592,-0.012652528,0.997969508
1305031118.544414,-0.054903492,-0.209893182,0.250587106,-0.04972434,-0.035071258,-0.010449157,0.998092353
1305031118.645325,-0.052511029,-0.193494037,0.248529941,-0.05183655,-0.030258428,-0.015490695,0.998076916
1305031118.74677,-0.058966883,-0.172370672,0.238791883,-0.053569745,-0.02983476,-0.019126747,0.997935057
1305031118.846753,-0.044845253,-0.142741919,0.228428349,-0.05575455,-0.039865769,-0.018460177,0.997477531
1305031118.946974,-0.045483105,-0.100904703,0.206336305,-0.053083424,-0.034592479,-0.024710443,0.997684836
1305031118.979374,-0.050156198,-0.086138338,0.198998109,-0.053006407,-0.032436348,-0.030088805,0.997613609
1305031119.047172,-0.053825539,-0.066622823,0.186626107,-0.059096843,-0.03231499,-0.032822758,0.997189045
1305031119.147616,-0.057264559,-0.034593545,0.16587308,-0.059174456,-0.040715143,-0.030810909,0.99694103
1305031119.179226,-0.057757489,-0.02875777,0.162514687,-0.060286209,-0.044892658,-0.031247228,0.996681452
1305031119.247399,-0.056893066,-0.005803193,0.150404066,-0.056025878,-0.048163675,-0.02890655,0.996847987
1305031119.279212,-0.054424677,0.004737136,0.145114183,-0.055569667,-0.050017964,-0.028803889,0.996785164
1305031119.347741,-0.057493336,0.020354651,0.137469992,-0.055972882,-0.051378533,-0.023991631,0.996820807
1305031119.411484,-0.052637886,0.043656316,0.12895444,-0.054646734,-0.054904584,-0.023236474,0.996724367
1305031119.447706,-0.05356301,0.052279983,0.125139534,-0.055406939,-0.051901903,-0.023092452,0.996846557
1305031119.51124,-0.056712501,0.078013517,0.117425777,-0.053112194,-0.047875036,-0.022801619,0.997179627
1305031119.547382,-0.05747544,0.089888245,0.113707341,-0.053708669,-0.04761266,-0.021789586,0.997182906
1305031119.579559,-0.0539454,0.104176961,0.110617429,-0.054769378,-0.047812372,-0.021051023,0.997131526
1305031119.615017,-0.056474693,0.111633614,0.108585432,-0.05907844,-0.044965602,-0.020849334,0.997022152
1305031119.647903,-0.059690706,0.129854411,0.10545022,-0.058626059,-0.043280501,-0.020184785,0.99713707
1305031119.715232,-0.056609031,0.149111792,0.101560161,-0.068976365,-0.037783679,-0.019590883,0.996710002
1305031119.814537,-0.062552162,0.176544711,0.097533889,-0.077296458,-0.036665685,-0.008757408,0.996295273
1305031119.847429,-0.061165757,0.1849657,0.095291607,-0.079921104,-0.036010593,-0.005059616,0.996137679
1305031119.879214,-0.059578348,0.187676236,0.0949286,-0.082146242,-0.035029184,-0.00531213,0.995990336
1305031119.911401,-0.062822916,0.205428123,0.089711636,-0.078064382,-0.032018378,-0.004556839,0.996423662
1305031119.947392,-0.06198005,0.212588102,0.088248424,-0.082354151,-0.030695785,-0.004347672,0.99612087
1305031119.979537,-0.060030516,0.217369378,0.088065416,-0.085070521,-0.028324656,-0.005179154,0.995958805
1305031120.015264,-0.063499898,0.232165352,0.084575333,-0.085966147,-0.023922451,-0.003649288,0.996004164
1305031120.04729,-0.069419697,0.226094902,0.083798625,-0.096809044,-0.020716025,-0.00348222,0.995081306
1305031120.115232,-0.070624821,0.233021781,0.083621696,-0.098053157,-0.02493792,0.001508681,0.994867563
1305031120.148157,-0.067854494,0.227065489,0.08442577,-0.101847924,-0.026581034,0.001467555,0.994443715
1305031120.179246,-0.065885961,0.219180793,0.085748173,-0.103081875,-0.026831727,0.00449132,0.994300783
1305031120.215249,-0.065684229,0.210423052,0.086008124,-0.100948051,-0.026962917,0.004463648,0.994516253
1305031120.248003,-0.066433072,0.209620669,0.086587064,-0.095349431,-0.026422862,0.001799098,0.995091498
1305031120.27943,-0.065091036,0.201801941,0.088983893,-0.093041956,-0.026368869,-7.6511e-05,0.995312989
1305031120.315196,-0.063055344,0.192460269,0.091306709,-0.091641113,-0.026848214,-0.001355059,0.995429218
1305031120.347787,-0.062069301,0.183637708,0.092948444,-0.088539325,-0.02677157,-0.00289621,0.995708704
1305031120.379437,-0.06195071,0.173651278,0.097406402,-0.087479018,-0.027046097,-0.003637059,0.995792508
1305031120.415445,-0.058979362,0.155916557,0.103771098,-0.084168278,-0.028916242,-0.003176539,0.996026874
1305031120.447417,-0.061134025,0.15183486,0.106447257,-0.075519018,-0.028594855,-0.00333508,0.996728718
1305031120.514819,-0.0620851,0.124483012,0.116817363,-0.069106676,-0.030812455,-0.000755273,0.997133076
1305031120.547736,-0.062562786,0.118095234,0.120925613,-0.061814606,-0.033869721,0.001315657,0.997511983
1305031120.579551,-0.061418407,0.109233901,0.12495435,-0.059006866,-0.038343105,0.004715503,0.997509778
1305031120.615236,-0.059218001,0.096934058,0.130889997,-0.056771725,-0.043190513,0.007667959,0.997423053
1305031120.714522,-0.05630685,0.072008982,0.143213287,-0.047360916,-0.048622236,0.00957413,0.997647822
1305031120.747369,-0.056484088,0.061904229,0.148180872,-0.046748992,-0.050951969,0.009972236,0.997556567
1305031120.779894,-0.053378019,0.054730773,0.153952599,-0.043343134,-0.054284375,0.009757583,0.997536719
1305031120.847921,-0.052977901,0.037153304,0.160929739,-0.041712407,-0.055663802,0.007268584,0.997551382
1305031120.883435,-0.050174426,0.025756881,0.16462706,-0.040001869,-0.055955287,0.005805619,0.997614741
1305031120.915444,-0.051054228,0.020954933,0.166707262,-0.037521373,-0.054300934,0.004069206,0.997811198
1305031120.947488,-0.051789306,0.01099402,0.169546038,-0.037790306,-0.053837638,0.001875783,0.997832656
1305031120.983366,-0.053001665,0.000438549,0.173406616,-0.03777723,-0.053533111,-0.000299896,0.997851253
1305031121.015019,-0.052433264,-0.010231081,0.175913513,-0.036823656,-0.054488316,-0.00126749,0.997834444
1305031121.047498,-0.054391224,-0.016711581,0.177567035,-0.035607167,-0.053595398,-0.002486046,0.997924626
1305031121.083099,-0.056438092,-0.031487402,0.180363223,-0.036210608,-0.054233596,-0.003680156,0.997864783
1305031121.114696,-0.055541519,-0.038649015,0.181100905,-0.033451311,-0.055754811,-0.0029611,0.997879565
1305031121.147331,-0.056242827,-0.047997486,0.182877436,-0.031873304,-0.056379292,-0.003615424,0.997894049
1305031121.183271,-0.056038201,-0.057821557,0.186379343,-0.030406829,-0.05787535,-0.00379352,0.997853458
1305031121.21142,-0.053881567,-0.06695348,0.189939871,-0.027721921,-0.058347262,-0.004563081,0.997900963
1305031121.247194,-0.057369333,-0.074095391,0.190213889,-0.025539394,-0.055834111,-0.004825037,0.998101711
1305031121.313568,-0.056100924,-0.0963201,0.197744608,-0.024218069,-0.058028031,-0.002489253,0.998018086
1305031121.347517,-0.057530288,-0.105662756,0.19849661,-0.023099579,-0.05878384,-0.000487,0.998003364
1305031121.383226,-0.054933719,-0.11767865,0.204274043,-0.021903984,-0.061074369,-0.00069267,0.997892678
1305031121.414318,-0.057460058,-0.126679406,0.205208942,-0.017463798,-0.058994528,-0.002409913,0.998102665
1305031121.482964,-0.055318225,-0.145685643,0.21461232,-0.015118981,-0.057516705,0.000287926,0.99823004
1305031121.514107,-0.058921374,-0.151007414,0.212814629,-0.0114243,-0.054777127,0.001144122,0.998432636
1305031121.583204,-0.056906641,-0.168980896,0.219280526,-0.014730494,-0.054064494,0.000811582,0.998428524
1305031121.6147,-0.056761049,-0.177247033,0.221771225,-0.013761297,-0.052320331,-0.000530263,0.998535395
1305031121.6832,-0.060027353,-0.190685272,0.226089656,-0.01513518,-0.043541793,-0.004661189,0.998926163
1305031121.71452,-0.061526742,-0.198426947,0.228686929,-0.016194437,-0.042558987,-0.002851865,0.998958647
1305031121.782835,-0.058578383,-0.211856127,0.23619616,-0.020331897,-0.043187018,6.9896e-05,0.99886018
1305031121.81154,-0.057796575,-0.216120169,0.239131153,-0.021565516,-0.04214159,0.001878233,0.998877168
1305031121.88206,-0.058689352,-0.222121671,0.242059171,-0.026224783,-0.040143337,0.011154289,0.998787522
1305031121.914931,-0.060689807,-0.222776562,0.239800647,-0.027763722,-0.041026071,0.013132566,0.998686016
1305031121.947288,-0.058886975,-0.223482907,0.241927221,-0.027851846,-0.043642763,0.012077413,0.99858588
1305031121.982926,-0.05811001,-0.217895985,0.241303936,-0.026951553,-0.04351699,0.011407122,0.998623967
1305031122.014256,-0.059707899,-0.21511279,0.239753351,-0.027650235,-0.04301079,0.00957543,0.998646021
1305031122.082959,-0.058531683,-0.202605456,0.234587833,-0.025259193,-0.045151502,0.002059043,0.998658657
1305031122.114672,-0.059379779,-0.191514909,0.230449736,-0.023258656,-0.044932064,-0.001019159,0.998718798
1305031122.150725,-0.059649128,-0.182247758,0.228194848,-0.023428818,-0.045160394,-0.006848972,0.998681545
1305031122.183042,-0.059726909,-0.171218276,0.22423692,-0.021076864,-0.043931533,-0.011999249,0.998740077
1305031122.214959,-0.063392766,-0.149511576,0.215077743,-0.020481735,-0.041081361,-0.018544603,0.998773694
1305031122.251319,-0.062643342,-0.146684304,0.213767514,-0.027891908,-0.041070435,-0.021962222,0.998525441
1305031122.28356,-0.064712763,-0.132832482,0.207234308,-0.027785534,-0.041185837,-0.023659689,0.99848479
1305031122.314289,-0.066151954,-0.113261469,0.202351928,-0.031381588,-0.043342259,-0.027798789,0.99818027
1305031122.351327,-0.06496007,-0.105159841,0.20086357,-0.03823103,-0.046388377,-0.029831035,0.997745752
1305031122.38263,-0.069929697,-0.089299858,0.192446977,-0.041460469,-0.046641324,-0.030799631,0.997575581
1305031122.414997,-0.069642067,-0.083573349,0.189470813,-0.046776026,-0.051264372,-0.030406833,0.997125566
1305031122.451257,-0.072034806,-0.070330761,0.18112357,-0.047395688,-0.054735731,-0.029229749,0.99694699
1305031122.48336,-0.070407145,-0.062316056,0.176535979,-0.051043157,-0.060414858,-0.029713903,0.996424556
1305031122.515097,-0.069844723,-0.048977364,0.172418505,-0.050959341,-0.06429565,-0.03135851,0.996135533
1305031122.55149,-0.066352248,-0.039022032,0.166413546,-0.05286476,-0.066254131,-0.032862198,0.995859325
1305031122.583208,-0.066921063,-0.029559247,0.162114829,-0.054330487,-0.064875782,-0.034319412,0.995822012
1305031122.61498,-0.070840403,-0.021682018,0.157766908,-0.055283837,-0.063910902,-0.033635534,0.995855331
1305031122.648788,-0.071129054,-0.011042146,0.152393058,-0.05395481,-0.06571839,-0.032819673,0.995837748
1305031122.683402,-0.070979625,0.000426404,0.147349671,-0.052995749,-0.067012489,-0.031370256,0.995849729
1305031122.715208,-0.073467359,0.011023959,0.142493099,-0.052812241,-0.068884,-0.028609727,0.995814919
1305031122.751298,-0.069364861,0.025028588,0.13901332,-0.051608652,-0.07285358,-0.0279465,0.995614409
1305031122.783423,-0.067828618,0.04019776,0.135065213,-0.053467836,-0.073691405,-0.02815857,0.995448589
1305031122.812555,-0.066923767,0.045836624,0.134102374,-0.059731297,-0.073087454,-0.02950372,0.995097995
1305031122.851418,-0.061214942,0.059272915,0.131352544,-0.059672665,-0.071024053,-0.030926589,0.995207727
1305031122.883754,-0.062811233,0.071253546,0.128096014,-0.061483815,-0.064331777,-0.030548858,0.995564163
1305031122.914571,-0.069451414,0.074963816,0.126595378,-0.066397525,-0.059660681,-0.03030625,0.995546877
1305031122.951341,-0.068991594,0.082180575,0.12465518,-0.067563966,-0.059219457,-0.029087862,0.995531082
1305031122.982815,-0.072528929,0.094457433,0.119952679,-0.067665286,-0.057889551,-0.025623001,0.995697558
1305031123.01545,-0.071875013,0.09895362,0.117901966,-0.071195647,-0.059249673,-0.022921311,0.995437264
1305031123.051827,-0.070047483,0.104432918,0.115666442,-0.070990048,-0.059367519,-0.021367216,0.995479465
1305031123.082975,-0.070924491,0.119452983,0.112645067,-0.068067215,-0.058177155,-0.019188827,0.99579823
1305031123.113873,-0.072114006,0.128748938,0.109445594,-0.070959665,-0.056490298,-0.015929133,0.995750904
1305031123.150822,-0.07275977,0.134863079,0.108233221,-0.074552402,-0.055639714,-0.01626531,0.995530844
1305031123.182155,-0.069817081,0.14853695,0.106734097,-0.075148523,-0.055019613,-0.01558557,0.99553138
1305031123.214704,-0.068621807,0.161432087,0.10493692,-0.077867582,-0.050364666,-0.017174764,0.995542645
1305031123.250618,-0.06934654,0.178085104,0.101847656,-0.080736108,-0.046239775,-0.018010916,0.995499492
1305031123.282347,-0.067134246,0.185501903,0.103409775,-0.089636929,-0.044109989,-0.015274691,0.994880021
1305031123.311327,-0.06574253,0.195382282,0.103820726,-0.093971282,-0.040631901,-0.015029533,0.994631946
1305031123.350481,-0.061594754,0.201416075,0.103835635,-0.100162983,-0.038314588,-0.013712084,0.994138598
1305031123.382255,-0.062031701,0.213215947,0.102861211,-0.102872893,-0.033140711,-0.010860041,0.994082987
1305031123.411363,-0.064897619,0.214408562,0.100537218,-0.108740844,-0.026776405,-0.009238612,0.99366653
1305031123.451255,-0.062925503,0.220193848,0.099601433,-0.112430423,-0.025331847,-0.006140181,0.993317723
1305031123.483594,-0.063154668,0.230326325,0.097535565,-0.115402572,-0.023037346,-0.002207303,0.993049145
1305031123.51136,-0.061672799,0.23968403,0.096376725,-0.11687696,-0.021849332,0.00083102,0.992905736
1305031123.551513,-0.059516534,0.244706914,0.096586622,-0.119718373,-0.022901246,0.003214671,0.992538512
1305031123.579583,-0.058892466,0.254748791,0.095571257,-0.119834721,-0.022283265,0.005692273,0.992527425
1305031123.611335,-0.05661108,0.261801183,0.093324058,-0.12134745,-0.021310095,0.006829189,0.99235785
1305031123.652411,-0.054742515,0.270345539,0.091764331,-0.124417663,-0.019771777,0.006371429,0.992012501
1305031123.683753,-0.053564228,0.275923669,0.091148153,-0.128356919,-0.016367199,0.007099326,0.991567552
1305031123.711323,-0.052669976,0.284266055,0.090354793,-0.131482735,-0.012899935,0.008716742,0.991196215
1305031123.751723,-0.050434485,0.29128778,0.089123994,-0.132610694,-0.012147243,0.011703709,0.991024733
1305031123.783858,-0.051723674,0.294496238,0.088845752,-0.134017542,-0.011837353,0.013326434,0.990818679
1305031123.811608,-0.051879603,0.29595688,0.087537572,-0.135117665,-0.01175652,0.014221954,0.990657747
1305031123.851444,-0.051654596,0.297737271,0.087453783,-0.135528684,-0.012097418,0.016827766,0.990556657
1305031123.883786,-0.0515256,0.301543742,0.085994326,-0.131976798,-0.013413039,0.017448915,0.99100852
1305031123.911243,-0.051862225,0.295261621,0.087822966,-0.131440252,-0.01451341,0.015745079,0.991092801
1305031123.951442,-0.050029084,0.289422393,0.08767014,-0.134271279,-0.015938699,0.018205,0.990649223
1305031123.983415,-0.048121143,0.29772225,0.088672057,-0.128809646,-0.019336209,0.019982185,0.991279483
1305031124.011302,-0.049298752,0.292265326,0.089984015,-0.122909002,-0.022840811,0.019658936,0.991960287
1305031124.051505,-0.052775111,0.279727787,0.092453286,-0.123232126,-0.024185857,0.020146636,0.99187851
1305031124.083837,-0.04985239,0.279031426,0.094898462,-0.119150721,-0.028491929,0.020356873,0.992258489
1305031124.111331,-0.052012354,0.272174448,0.099719696,-0.112079948,-0.030328579,0.018311402,0.993067503
1305031124.147446,-0.052964378,0.259358734,0.099551998,-0.110474378,-0.031184779,0.017738285,0.993231237
1305031124.182694,-0.055941299,0.253091455,0.105298877,-0.108851887,-0.030914726,0.015485984,0.993456483
